vaccine,activity_type,country_code,country,year,age_first,age_last,target,coverage,gender,proportion_risk
HPV,routine,GRC,Greece,2009,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2010,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2011,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2012,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2013,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2014,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2015,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2016,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2017,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2018,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2019,14,14,<NA>,0.438,female,1
HPV,routine,GRC,Greece,2020,14,14,<NA>,0.438,female,1
HPV,routine,GRC,Greece,2021,14,14,<NA>,0.438,female,1
HPV,routine,GRC,Greece,2022,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2023,14,14,<NA>,0,female,1
HPV,routine,GRC,Greece,2024,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2006,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2007,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2008,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2009,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2010,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2011,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2012,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2013,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2014,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2015,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2016,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2017,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2018,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2019,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2020,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2021,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2022,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2023,14,14,<NA>,0,female,1
HPV,routine,GRD,Grenada,2024,14,14,<NA>,0.42,female,1
HPV,routine,GTM,Guatemala,2006,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2007,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2008,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2009,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2010,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2011,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2012,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2013,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2014,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2015,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2016,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2017,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2018,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2019,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2020,14,14,<NA>,0,female,1
HPV,routine,GTM,Guatemala,2021,14,14,<NA>,0.29,female,1
HPV,routine,GTM,Guatemala,2022,14,14,<NA>,0.7,female,1
HPV,routine,GTM,Guatemala,2023,14,14,<NA>,0.74,female,1
HPV,routine,GTM,Guatemala,2024,14,14,<NA>,0.91,female,1
HPV,routine,GUY,Guyana,2006,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2007,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2008,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2009,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2010,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2011,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2012,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2013,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2014,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2015,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2016,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2017,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2018,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2019,14,14,<NA>,0,female,1
HPV,routine,GUY,Guyana,2020,14,14,<NA>,0.13,female,1
HPV,routine,GUY,Guyana,2021,14,14,<NA>,0.18,female,1
HPV,routine,GUY,Guyana,2022,14,14,<NA>,0.22,female,1
HPV,routine,GUY,Guyana,2023,14,14,<NA>,0.36,female,1
HPV,routine,GUY,Guyana,2024,14,14,<NA>,0.48,female,1
HPV,routine,HND,Honduras,2006,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2007,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2008,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2009,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2010,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2011,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2012,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2013,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2014,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2015,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2016,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2017,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2018,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2019,14,14,<NA>,0,female,1
HPV,routine,HND,Honduras,2020,14,14,<NA>,0.52,female,1
HPV,routine,HND,Honduras,2021,14,14,<NA>,0.66,female,1
HPV,routine,HND,Honduras,2022,14,14,<NA>,0.57,female,1
HPV,routine,HND,Honduras,2023,14,14,<NA>,0.63,female,1
HPV,routine,HND,Honduras,2024,14,14,<NA>,0.7,female,1
HPV,routine,HUN,Hungary,2006,14,14,<NA>,0,female,1
HPV,routine,HUN,Hungary,2007,14,14,<NA>,0,female,1
HPV,routine,HUN,Hungary,2008,14,14,<NA>,0,female,1
HPV,routine,HUN,Hungary,2009,14,14,<NA>,0,female,1
HPV,routine,HUN,Hungary,2010,14,14,<NA>,0,female,1
HPV,routine,HUN,Hungary,2011,14,14,<NA>,0,female,1
HPV,routine,HUN,Hungary,2012,14,14,<NA>,0,female,1
HPV,routine,HUN,Hungary,2013,14,14,<NA>,0,female,1
HPV,routine,HUN,Hungary,2014,14,14,<NA>,0,female,1
HPV,routine,HUN,Hungary,2015,14,14,<NA>,0,female,1
HPV,routine,HUN,Hungary,2016,14,14,<NA>,0,female,1
HPV,routine,HUN,Hungary,2017,14,14,<NA>,0.74,female,1
HPV,routine,HUN,Hungary,2018,14,14,<NA>,0.72,female,1
HPV,routine,HUN,Hungary,2019,14,14,<NA>,0.73,female,1
HPV,routine,HUN,Hungary,2020,14,14,<NA>,0.71,female,1
HPV,routine,HUN,Hungary,2021,14,14,<NA>,0.75,female,1
HPV,routine,HUN,Hungary,2022,14,14,<NA>,0.83,female,1
HPV,routine,HUN,Hungary,2023,14,14,<NA>,0.8,female,1
HPV,routine,HUN,Hungary,2024,14,14,<NA>,0.75,female,1
HPV,routine,ISL,Iceland,2006,14,14,<NA>,0,female,1
HPV,routine,ISL,Iceland,2007,14,14,<NA>,0,female,1
HPV,routine,ISL,Iceland,2008,14,14,<NA>,0,female,1
HPV,routine,ISL,Iceland,2009,14,14,<NA>,0,female,1
HPV,routine,ISL,Iceland,2010,14,14,<NA>,0,female,1
HPV,routine,ISL,Iceland,2011,14,14,<NA>,0,female,1
HPV,routine,ISL,Iceland,2012,14,14,<NA>,0,female,1
HPV,routine,ISL,Iceland,2013,14,14,<NA>,0.91,female,1
HPV,routine,ISL,Iceland,2014,14,14,<NA>,0.92,female,1
HPV,routine,ISL,Iceland,2015,14,14,<NA>,0.87,female,1
HPV,routine,ISL,Iceland,2016,14,14,<NA>,0.87,female,1
HPV,routine,ISL,Iceland,2017,14,14,<NA>,0.88,female,1
HPV,routine,ISL,Iceland,2018,14,14,<NA>,0.89,female,1
HPV,routine,ISL,Iceland,2019,14,14,<NA>,0.86,female,1
HPV,routine,ISL,Iceland,2020,14,14,<NA>,0.87,female,1
HPV,routine,ISL,Iceland,2021,14,14,<NA>,0.91,female,1
HPV,routine,ISL,Iceland,2022,14,14,<NA>,0.92,female,1
HPV,routine,ISL,Iceland,2023,14,14,<NA>,0.93,female,1
HPV,routine,ISL,Iceland,2024,14,14,<NA>,0.93,female,1
HPV,routine,IDN,Indonesia,2006,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2007,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2008,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2009,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2010,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2011,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2012,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2013,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2014,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2015,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2016,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2017,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2018,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2019,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2020,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2021,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2022,14,14,<NA>,0,female,1
HPV,routine,IDN,Indonesia,2023,14,14,<NA>,0.01,female,1
HPV,routine,IDN,Indonesia,2024,14,14,<NA>,0.04,female,1
HPV,routine,IRL,Ireland,2006,14,14,<NA>,0,female,1
HPV,routine,IRL,Ireland,2007,14,14,<NA>,0,female,1
HPV,routine,IRL,Ireland,2008,14,14,<NA>,0,female,1
HPV,routine,IRL,Ireland,2009,14,14,<NA>,0,female,1
HPV,routine,IRL,Ireland,2010,14,14,<NA>,0,female,1
HPV,routine,IRL,Ireland,2011,14,14,<NA>,0,female,1
HPV,routine,IRL,Ireland,2012,14,14,<NA>,0,female,1
HPV,routine,IRL,Ireland,2013,14,14,<NA>,0,female,1
HPV,routine,IRL,Ireland,2014,14,14,<NA>,0.68,female,1
HPV,routine,IRL,Ireland,2015,14,14,<NA>,0.87,female,1
HPV,routine,IRL,Ireland,2016,14,14,<NA>,0.87,female,1
HPV,routine,IRL,Ireland,2017,14,14,<NA>,0.88,female,1
HPV,routine,IRL,Ireland,2018,14,14,<NA>,0.75,female,1
HPV,routine,IRL,Ireland,2019,14,14,<NA>,0.58,female,1
HPV,routine,IRL,Ireland,2020,14,14,<NA>,0.66,female,1
HPV,routine,IRL,Ireland,2021,14,14,<NA>,0.78,female,1
HPV,routine,IRL,Ireland,2022,14,14,<NA>,0.82,female,1
HPV,routine,IRL,Ireland,2023,14,14,<NA>,0.7,female,1
HPV,routine,IRL,Ireland,2024,14,14,<NA>,0.74,female,1
HPV,routine,ISR,Israel,2006,14,14,<NA>,0,female,1
HPV,routine,ISR,Israel,2007,14,14,<NA>,0,female,1
HPV,routine,ISR,Israel,2008,14,14,<NA>,0,female,1
HPV,routine,ISR,Israel,2009,14,14,<NA>,0,female,1
HPV,routine,ISR,Israel,2010,14,14,<NA>,0,female,1
HPV,routine,ISR,Israel,2011,14,14,<NA>,0,female,1
HPV,routine,ISR,Israel,2012,14,14,<NA>,0,female,1
HPV,routine,ISR,Israel,2013,14,14,<NA>,0,female,1
HPV,routine,ISR,Israel,2014,14,14,<NA>,0,female,1
HPV,routine,ISR,Israel,2015,14,14,<NA>,0,female,1
HPV,routine,ISR,Israel,2016,14,14,<NA>,0.51,female,1
HPV,routine,ISR,Israel,2017,14,14,<NA>,0.52,female,1
HPV,routine,ISR,Israel,2018,14,14,<NA>,0.57,female,1
HPV,routine,ISR,Israel,2019,14,14,<NA>,0.5,female,1
HPV,routine,ISR,Israel,2020,14,14,<NA>,0.52,female,1
HPV,routine,ISR,Israel,2021,14,14,<NA>,0.54,female,1
HPV,routine,ISR,Israel,2022,14,14,<NA>,0.58,female,1
HPV,routine,ISR,Israel,2023,14,14,<NA>,0.54,female,1
HPV,routine,ISR,Israel,2024,14,14,<NA>,0.55,female,1
HPV,routine,ITA,Italy,2006,14,14,<NA>,0,female,1
HPV,routine,ITA,Italy,2007,14,14,<NA>,0,female,1
HPV,routine,ITA,Italy,2008,14,14,<NA>,0,female,1
HPV,routine,ITA,Italy,2009,14,14,<NA>,0,female,1
HPV,routine,ITA,Italy,2010,14,14,<NA>,0.1,female,1
HPV,routine,ITA,Italy,2011,14,14,<NA>,0.38,female,1
HPV,routine,ITA,Italy,2012,14,14,<NA>,0.67,female,1
HPV,routine,ITA,Italy,2013,14,14,<NA>,0.67,female,1
HPV,routine,ITA,Italy,2014,14,14,<NA>,0.68,female,1
HPV,routine,ITA,Italy,2015,14,14,<NA>,0.71,female,1
HPV,routine,ITA,Italy,2016,14,14,<NA>,0.68,female,1
HPV,routine,ITA,Italy,2017,14,14,<NA>,0.66,female,1
HPV,routine,ITA,Italy,2018,14,14,<NA>,0.68,female,1
HPV,routine,ITA,Italy,2019,14,14,<NA>,0.62,female,1
HPV,routine,ITA,Italy,2020,14,14,<NA>,0.6,female,1
HPV,routine,ITA,Italy,2021,14,14,<NA>,0.68,female,1
HPV,routine,ITA,Italy,2022,14,14,<NA>,0.68,female,1
HPV,routine,ITA,Italy,2023,14,14,<NA>,0.64,female,1
HPV,routine,ITA,Italy,2024,14,14,<NA>,0.55,female,1
HPV,routine,JAM,Jamaica,2006,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2007,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2008,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2009,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2010,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2011,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2012,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2013,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2014,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2015,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2016,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2017,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2018,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2019,14,14,<NA>,0,female,1
HPV,routine,JAM,Jamaica,2020,14,14,<NA>,0.05,female,1
HPV,routine,JAM,Jamaica,2021,14,14,<NA>,0.16,female,1
HPV,routine,JAM,Jamaica,2022,14,14,<NA>,0.16,female,1
HPV,routine,JAM,Jamaica,2023,14,14,<NA>,0.03,female,1
HPV,routine,JAM,Jamaica,2024,14,14,<NA>,0.02,female,1
HPV,routine,JPN,Japan,2006,14,14,<NA>,0,female,1
HPV,routine,JPN,Japan,2007,14,14,<NA>,0,female,1
HPV,routine,JPN,Japan,2008,14,14,<NA>,0,female,1
HPV,routine,JPN,Japan,2009,14,14,<NA>,0,female,1
HPV,routine,JPN,Japan,2010,14,14,<NA>,0,female,1
HPV,routine,JPN,Japan,2011,14,14,<NA>,0,female,1
HPV,routine,JPN,Japan,2012,14,14,<NA>,0,female,1
HPV,routine,JPN,Japan,2013,14,14,<NA>,0,female,1
HPV,routine,JPN,Japan,2014,14,14,<NA>,0,female,1
HPV,routine,JPN,Japan,2015,14,14,<NA>,0.14,female,1
HPV,routine,JPN,Japan,2016,14,14,<NA>,0.01,female,1
HPV,routine,JPN,Japan,2017,14,14,<NA>,0,female,1
HPV,routine,JPN,Japan,2018,14,14,<NA>,0,female,1
HPV,routine,JPN,Japan,2019,14,14,<NA>,0,female,1
HPV,routine,JPN,Japan,2020,14,14,<NA>,0.01,female,1
HPV,routine,JPN,Japan,2021,14,14,<NA>,0.01,female,1
HPV,routine,JPN,Japan,2022,14,14,<NA>,0.03,female,1
HPV,routine,JPN,Japan,2023,14,14,<NA>,0.13,female,1
HPV,routine,JPN,Japan,2024,14,14,<NA>,0.22,female,1
HPV,routine,KAZ,Kazakhstan,2006,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2007,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2008,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2009,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2010,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2011,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2012,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2013,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2014,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2015,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2016,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2017,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2018,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2019,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2020,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2021,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2022,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2023,14,14,<NA>,0,female,1
HPV,routine,KAZ,Kazakhstan,2024,14,14,<NA>,0.18,female,1
HPV,routine,KEN,Kenya,2006,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2007,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2008,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2009,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2010,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2011,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2012,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2013,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2014,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2015,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2016,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2017,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2018,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2019,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2020,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2021,14,14,<NA>,0,female,1
HPV,routine,KEN,Kenya,2022,14,14,<NA>,0.17,female,1
HPV,routine,KEN,Kenya,2023,14,14,<NA>,0.17,female,1
HPV,routine,KEN,Kenya,2024,14,14,<NA>,0.17,female,1
HPV,routine,KIR,Kiribati,2006,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2007,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2008,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2009,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2010,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2011,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2012,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2013,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2014,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2015,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2016,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2017,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2018,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2019,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2020,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2021,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2022,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2023,14,14,<NA>,0,female,1
HPV,routine,KIR,Kiribati,2024,14,14,<NA>,0.55,female,1
HPV,routine,KGZ,Kyrgyzstan,2006,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2007,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2008,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2009,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2010,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2011,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2012,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2013,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2014,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2015,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2016,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2017,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2018,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2019,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2020,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2021,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2022,14,14,<NA>,0,female,1
HPV,routine,KGZ,Kyrgyzstan,2023,14,14,<NA>,0.48,female,1
HPV,routine,KGZ,Kyrgyzstan,2024,14,14,<NA>,0.48,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2006,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2007,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2008,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2009,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2010,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2011,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2012,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2013,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2014,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2015,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2016,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2017,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2018,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2019,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2020,14,14,<NA>,0,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2021,14,14,<NA>,0.41,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2022,14,14,<NA>,0.54,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2023,14,14,<NA>,0.68,female,1
HPV,routine,LAO,Lao People's Democratic Republic,2024,14,14,<NA>,0.63,female,1
HPV,routine,LVA,Latvia,2006,14,14,<NA>,0,female,1
HPV,routine,LVA,Latvia,2007,14,14,<NA>,0,female,1
HPV,routine,LVA,Latvia,2008,14,14,<NA>,0,female,1
HPV,routine,LVA,Latvia,2009,14,14,<NA>,0,female,1
HPV,routine,LVA,Latvia,2010,14,14,<NA>,0,female,1
HPV,routine,LVA,Latvia,2011,14,14,<NA>,0,female,1
HPV,routine,LVA,Latvia,2012,14,14,<NA>,0,female,1
HPV,routine,LVA,Latvia,2013,14,14,<NA>,0,female,1
HPV,routine,LVA,Latvia,2014,14,14,<NA>,0.64,female,1
HPV,routine,LVA,Latvia,2015,14,14,<NA>,0.54,female,1
HPV,routine,LVA,Latvia,2016,14,14,<NA>,0.58,female,1
HPV,routine,LVA,Latvia,2017,14,14,<NA>,0.49,female,1
HPV,routine,LVA,Latvia,2018,14,14,<NA>,0.25,female,1
HPV,routine,LVA,Latvia,2019,14,14,<NA>,0.34,female,1
HPV,routine,LVA,Latvia,2020,14,14,<NA>,0.34,female,1
HPV,routine,LVA,Latvia,2021,14,14,<NA>,0.37,female,1
HPV,routine,LVA,Latvia,2022,14,14,<NA>,0.43,female,1
HPV,routine,LVA,Latvia,2023,14,14,<NA>,0.44,female,1
HPV,routine,LVA,Latvia,2024,14,14,<NA>,0.54,female,1
HPV,routine,LSO,Lesotho,2006,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2007,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2008,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2009,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2010,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2011,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2012,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2013,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2014,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2015,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2016,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2017,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2018,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2019,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2020,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2021,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2022,14,14,<NA>,0,female,1
HPV,routine,LSO,Lesotho,2023,14,14,<NA>,0.65,female,1
HPV,routine,LSO,Lesotho,2024,14,14,<NA>,0.69,female,1
HPV,routine,LTU,Lithuania,2006,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2007,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2008,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2009,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2010,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2011,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2012,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2013,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2014,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2015,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2016,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2017,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2018,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2019,14,14,<NA>,0,female,1
HPV,routine,LTU,Lithuania,2020,14,14,<NA>,0.33,female,1
HPV,routine,LTU,Lithuania,2021,14,14,<NA>,0.65,female,1
